"Column0","smiles","targets"
16802,"CC(C)OC(c1c(COC)c2c(cn1)[nH]c1cccc(CO)c12)=O",0
16805,"CN=C([C@@H]1C[C@H](Oc2cc3c(cc2OC)ncnc3Nc2cccc(Cl)c2F)CCN1C)O",0
16807,"CC1(C#Cc2ccc3c(c2)[C@@]2(COC(=N)N2)c2cc(N4CCC(F)(F)C4)ncc2O3)COC1",0
16808,"CC[C@@H](CO[Si](C)(C)C(C)(C)C)N=C(c1csc(N2CC(OS(C)(=O)=O)C2)n1)O",0
16809,"c1ccc2c(c1)CC(Oc1ccc(C(CC(=O)O)c3cccs3)cc1)C2",0
16810,"CC(C)(C)OC(CC[C@@H](C(=Nc1cccc(COc2ccc3c(c2)cc(C(=N)O)[nH]3)c1)O)N)=O",0
16812,"Cn1cc(-c2c(C#N)c3cccc(Cl)c3cn2)cn1",0
16814,"CC1C(c2ccc(OC)cc2)Oc2ccc(CN)cc2O1",0
16815,"CC1(C)COC(c2cc(OC)ccc2C2(O)CCc3cc(OC)ccc32)=N1",0
16816,"CC1C(c2ccc3c(c2)C(=NNc2ccc(Cl)cc2)C(=O)N3)=NN=C(O)S1",0
16818,"Cn1c2ccncc2cc(-c2c(Cl)ccc(N)c2Cl)c1=O",0
16819,"c1ccc2c(c1)cc(S(Nc1cc(F)ccc1S(Cc1cccc(C(=O)O)c1)(=O)=O)(=O)=O)o2",0
16820,"c1cc(C2CC2)c(C(n2c3c(c(-c4ccc(C(=O)O)cc4F)n2)CCOC3)=O)c(Cl)c1",0
16821,"CN(C)c1cccc2c1nc(CCCN1CC=C(c3ccccc3)CC1)nc2O",0
16822,"CN=C(Cn1c2ccc([N+]([O-])=O)cc2c(O)n1)O",0
16828,"Cc1ccc(S(N2CC(N=[N+]=[N-])C(=O)C(C)(C)C2)(=O)=O)cc1",0
16830,"Cc1c(CBr)ccc(F)c1F",0
16831,"CC#C[C@@H](CC(=O)OC)c1ccc(OC2CCc3c(OC)ccc(OC)c32)cc1",0
16832,"CCc1c(I)c(=O)cc[nH]1",0
16833,"Cc1c([N+]([O-])=O)cc(Br)cc1O",0
16834,"CC(C)C[C@@H](C(N1CC(O)C(OCc2cccc(OC)c2)C1)=O)N=C(c1ccc2ccccc2c1)O",0
16835,"CCC(CN1CCc2c(cccc2N=C(Cc2ccc(C(F)(F)F)c(F)c2)O)C1)O",0
16838,"CCCN1C(=O)C2(c3ccccc3)CC(c3ccc([N+]([O-])=O)cc3)(C2)C1=O",0
16841,"c1ccc(F)c(CCCc2cc(C(NCC3CCOC3)=O)no2)c1",0
16842,"CC[C@H]1[C@@](C)(O)CC(=O)N1c1ccc(C#N)c(Cl)c1C",0
16843,"CC(=O)OCc1ccc(O)c([N+]([O-])=O)c1",0
16844,"Cn1c2ccccc2c(N)c(N=C(C2CCCC(N=C(O)OCc3ccccc3)C2)O)c1=O",0
16847,"CS(=O)(=O)OCC1CCN(C(=N)N=C(O)OCc2ccccc2)C1",0
16848,"c1c2c(cc(F)c1F)CC(CO)(O)C2",0
16849,"Cc1cc(C)n(-c2cc(N3CC4(C3)COC4)nc(SC)n2)n1",0
16853,"COc1ccc(N2CCCn3c4c(C=O)ccc(Cl)c4nc32)c(C(F)(F)F)n1",0
16854,"c1cc(Oc2ccc(Cl)cc2)ccc1CC(=NCCO)S",0
16856,"C(CC(=O)O)CN1C(=O)c2cc(C(=O)O)cc3cc(N)cc(c32)C1=O",0
16857,"CS(=O)(=O)OCCn1c(N=CO)ccn1",0
16859,"CCCN(C(C)C)[C@@H]1Cc2c(OS(C(F)(F)F)(=O)=O)ccc(F)c2OC1",0
16860,"c1ccc(C2CCc3cccc4c3n2c(O)n4)cc1",0
16861,"Cc1c(CC#N)c2cc(OC)ccc2[nH]1",0
16862,"COc1c(CNC(c2ccc(F)cc2)=O)ncc(I)n1",0
16865,"COc1cc(C#CCl)cc(F)c1C1C(=O)C2CCC(C2)C1=O",0
16868,"CS(Nc1cc(C(CBr)=O)ccc1O)(=O)=O",0
16871,"CS(c1ccc(-c2cc(NS(C)(=O)=O)sc2-c2ccc(F)cc2)cc1)(=O)=O",0
16872,"CCC(c1cc(-c2cc(C)ccc2F)on1)OS(C)(=O)=O",0
16874,"C1CCC(N=C(C(Cc2ccn(-c3ccc(O)cn3)n2)N)O)=C(C(=O)O)C1",0
16875,"C=C(C)c1ccc(C(=Nc2ccc3c(c2)B(O)OC3(C)C)O)c(Cl)c1",0
16877,"CC1(C)CC(C)(O)Oc2cc(Oc3ccc([N+]([O-])=O)cc3)ccc21",0
16878,"CC(C)Cc1cc(-c2cnc(-c3cc(C)nc(C)c3)o2)cc(C)n1",0
16879,"c1ccc2c(c1)ccc1c(C#N)cc(C(c3ccc([N+]([O-])=O)cc3)=O)n21",0
16880,"Cc1c(C=O)oc2ccc(Br)c(OC)c12",0
16882,"C1CCC2(CC1)N=C(c1ccc(OC(F)(F)F)cc1)C(=O)N2CC(Cl)=O",0
16884,"c1ccc(CCC(C(=O)O)NC2CSC(c3ccc4ccccc4c3)CN(CC(=O)O)C2=O)cc1",0
16885,"C(CCN=C(c1cccc(C=C2c3cc(F)ccc3N=C2O)c1)O)CC(=NO)O",0
16886,"COc1ccc(C(=Nc2ccccc2)O)cc1N=C(C(c1ccccc1)O)O",0
16887,"c1ccc2c(c1)cccc2CN=C(c1c[nH]c(C(O)=O)nc1=O)O",0
16888,"c1cc(Cl)c(COC(C23CCC(NCC(N4C[C@@H](F)C[C@H]4C#N)=O)(CC2)CC3)=O)c(Cl)c1",0
16890,"CC1(NCC(N(C)CC(=Nc2nc3ccc(OC(F)(F)F)cc3s2)O)=O)CCNCC1",0
16891,"C1CCC2(C1)CCCC(COc1ccc(CCC(=O)O)cc1O)=C2",0
16894,"Cc1cc(C2CCC2)c(-c2nc(OC)n[nH]2)cc1C(=O)O",0
16895,"c1cc(Cl)ccc1C1(CC#N)CCNCC1",0
16898,"c1cc(-n2cc(CC(=O)O)cn2)ccc1Br",0
16903,"COC(c1cc2c(cc1F)nc(O)c(-c1ccc(F)cc1)n2)=O",0
16904,"CC(C)(C#N)c1ccc(CN=C(Cn2cnc3cccc(C#N)c32)O)cc1F",0
16906,"CN(c1ccc([N+]([O-])=O)cc1)[C@H]1CCN(S(C)(=O)=O)C1",0
16907,"c1cc(Cl)ccc1-c1cc(Cl)c(Br)nc1",0
16909,"CC(C#N)c1ccc2c(c1)c(-c1ccc(Cl)cc1)no2",0
16911,"Cc1c(CO[C@@H]2CCC[C@H](CCCC(=O)O)C2)nc(-c2cccc(OC)c2)o1",0
16913,"C1CC1c1cc(Cl)c([N+]([O-])=O)c(Cl)n1",0
16914,"COc1ccc(C2=NN(c3ccccc3Cl)C(=O)[C@H]3CC=CC[C@H]32)cc1OC",0
16915,"c1ccc(CC(CN2CCN(CCS(C(c3ccc(F)cc3)c3ccc(F)cc3)=O)CC2)O)cc1",0
16920,"CCOC(C1(CNS(C)(=O)=O)CCCCO1)=O",0
16921,"COC([C@@H](Cc1c[nH]c2ccccc12)N=C(c1ccc2c(c1)OCO2)S)=O",0
16927,"CC1(C)CC(Oc2cc(Cl)cc(N)c2)CC(C)(C)N1",0
16928,"Cc1ccc2c(c1)sc(CCN(C)C)c2C(=C)c1ccccn1",0
16931,"c1cc(-c2c(Cl)cccc2Cl)c2c(c1)OC[C@H](CN)O2",0
16936,"CCn1cc(C(=O)OCC)c(=O)c2c1ccc(O)c2O",0
16939,"C1CCN(C(c2cc3c(Nc4cc5cn[nH]c5cn4)[nH]cnc-3n2)=O)CC1",0
16940,"COc1cc2c(cc1N)C[C@H]1C3CCCC[C@]32CCN1C(=O)OCc1ccccc1",0
16945,"CN(C)C1(c2ccccc2)CCC(C#N)(N)CC1",0
16946,"c1ccc(-c2ccc(C(N3C(c4ccccc4O)CC(c4cnccn4)=N3)=O)s2)c(CN)c1",0
16947,"c1ccc2c(c1)nc(-c1c(=NC(CN)=O)[nH]on1)n2CC(c1ccc(N)cc1)=O",0
16948,"Cc1cc(OC)c(COS(C)(=O)=O)c2ccn(C(=O)OC(C)(C)C)c12",0
16950,"Cn1cc(Br)c2cc(F)ccc2c1=O",0
16951,"c1cnc(/C(C#N)=C(/c2cc([N+]([O-])=O)c(O)c(O)c2)O)cn1",0
16953,"Cc1ccc(S(n2cc(B3OC(C)(C)C(C)(C)O3)c3cc(C#N)cc(F)c32)(=O)=O)cc1",0
16956,"COc1ccc(Cn2c3c(cn2)c2c(cn3)CN(C(c3ccccc3)C(=O)O)CC2)cc1",0
16957,"C1CC(C(F)(F)F)(F)CN(CCc2nc3c4ccc5c(c4[nH]c(=N)n3n2)OC(F)(F)O5)C1",0
16959,"COc1c(F)c(-c2ccccc2)c(F)c2c1ncnc2O",0
16965,"C1C[C@@H](N)CN(c2ccc(N)cc2NC(c2[nH]cc(Br)n2)=O)C1",0
16966,"Cc1ccc2c(cccc2N2CCN(CCc3cccc(N)c3)CC2)n1",0
16967,"CCOc1c(CCC(=O)O)cn(Cc2ccc(OCCn3c(=O)c4ccccc4cn3)cc2)n1",0
16970,"C[C@H](C(C(=NO)O)NC(c1ccc(C=CC#Cc2ccc(CN3CCOCC3)cc2)cc1)=O)N",0
16973,"Cc1cc(=N)[nH]c(C)c1CN=C(c1ccnc(Cc2cc3cc(Cl)cnc3c(CO)c2)c1)O",0
16977,"COc1cc2c(cc1OCCOC1CCCC1)ncnc2O",0
16980,"CN(CCOC)c1ccc(Cn2c3ccc(F)cc3c3c2C2CCN(CC2)C3)cn1",0
16981,"C[Si](C)(C)CCOCn1c2cnc(C#N)cc2c2c(N3CC[C@H](N)C3)ccnc21",0
16983,"CC(CC(c1cccc(Br)n1)=O)(F)F",0
16987,"CC(C)c1ccc(CCNS(c2cc(C#N)ccc2OC)(=O)=O)cc1",0
16991,"CC(C)c1c2c(c(Br)nnc2O)on1",0
16992,"CCC(=O)Oc1ccc(C(C(=NCCCCCCN)O)F)cc1",0
16993,"COc1cc2c(c(Cl)c1OC)CCC2=O",0
16994,"Cc1cc(Cl)ccc1Oc1ccc(-c2c(C(=N)O)c(N)n(C3CCCN(C#N)C3)n2)cc1",0
16996,"COc1ccnc2c1n(-c1ccc3c(cccn3)c1)c(O)n2",0
17001,"C=Cc1cc(N(C)c2cc(C#N)c(N3CCN(C(CCOC)=O)[C@H](C)C3)nc2C2CC2)ccn1",0
17002,"CC(C)(c1cc(S(NC(=Nc2cccc3c2OCCO3)O)(=O)=O)oc1)O",0
17005,"CSSc1ccccc1CC(=O)O",0
17007,"c1cc(-c2[nH]c3ccc(C(=N)O)cc3n2)ccc1C(c1ccc(Cl)cc1)O",0
17008,"CCOC(c1ccc(OC(F)F)c2c1c1cnn(-c3ccc(Cl)cc3)c(=O)c1o2)=O",0
17012,"CCC([C@@H](C(=NNC(c1ccc(OC(F)(F)F)cc1)=O)O)OC(C)=O)N=C(O)OC(C)(C)C",0
17013,"c1cc(C(=O)O)cc(S(Nc2c(O)cc(Cl)nn2)(=O)=O)c1",0
17014,"CCCC(=O)OC1=C(C)OC(CC)C1=O",0
17015,"CC1(CCCNC)CCN(c2ccc(C(N(C)C)=O)c(Cl)n2)CC1",0
17016,"c1ccc(Oc2c(N)cc(C(=N)O)cc2S(N)(=O)=O)cc1",0
17018,"Cc1c(-c2ccc3c(c2)OCCO3)cccc1-c1nc2c(Cl)cc(C=O)cn2n1",0
17019,"Cc1nc2c(O)nc(=O)n(Cc3ccccc3)c2s1",0
17020,"CCCCN=c1c2c(c(C(=O)OCC)c(C)[nH]1)n(CC)nn2",0
17022,"C1CC2C(F)(F)CCC(=O)N2CC1C(=O)O",0
17023,"COC(c1cccc(C2CC(=O)c3ccncc3O2)c1)=O",0
17026,"C[C@@H](c1nnc(-c2ccc3c(c2)c(-c2ccc(S(C)(=O)=O)cc2)co3)o1)O",0
17028,"COc1ccc2c(Cc3cccc(C(=O)O)n3)c(-c3ccccc3)[nH]c2c1",0
17029,"c1ccc2c(c1)c(N=C(N1C[C@H](F)C[C@H]1CN=[N+]=[N-])O)cn2C(=N)O",0
17030,"COc1ccc(C(Nc2cc(C#N)cc(OC)c2)=O)cc1",0
17031,"CCCC(CCNC)Oc1cccc2c1ccs2",0
17032,"c1cc(F)c2c(c1C(=N)O)CC(N)CO2",0
17033,"c1cc(C(=O)O)c(O)cc1NS(c1cc(Br)c(Cl)s1)(=O)=O",0
17036,"Cc1c(C(CC2CCNCC2)O)ccc2c1COC2=O",0
17038,"Cc1ccc(N=C(c2ccc(NCCO)c(Cl)c2)O)cc1O",0
17039,"CC(C)n1c(Br)c(CO)cn1",0
17042,"CCc1c2c(NC(c3cnc4cc(C(=O)O)ccn34)=O)cccc2n(Cc2cccc(C)n2)n1",0
17043,"CC(C)(C)OC(N1CC(N(Cc2nnc([C@@H]3CC[C@@H]4CN3C(=O)N4O)o2)C(=O)OC(C)(C)C)C1)=O",0
17047,"CN(C(c1cc(C2CC2)c(OCC23CC4CC(CC(C4)C2)C3)cc1F)=O)C1(C(=O)O)CC1",0
17052,"CC(c1cnc2c(n1)n(Cc1ccc3c(cccn3)c1)nn2)=NOCC(=O)OC",0
17053,"CC(C)(C)n1c2ccc(-c3c[nH]c(=N)nc3)cc2nc1-c1ccccc1-c1ccno1",0
17056,"c1ccc(S(c2c3cc(CCCCN)ccc3[nH]n2)(=O)=O)cc1",0
17058,"CC(c1ccc(OC)c(CCN2CCC(n3ccc4ccc(C(=N)O)cc43)CC2)c1)=O",0
17061,"c1ccc(C(c2cn3c4ccccc4c4cccc(c43)c2=O)O)cc1",0
17062,"CC1(C)c2c(nc(-c3c4cccnc4n(Cc4ccccc4F)n3)nc2N2CC(N)C2)N=C1O",0
17064,"CC(C)(C)OC(N1CC(CCF)(n2cc(Br)cn2)C1)=O",0
17067,"CCCc1c(N=C(Cc2ccc(Br)cc2)O)c(C(N)=O)n(C)n1",0
17069,"CC(C)n1c(-c2nc3c(s2)CCOc2cc(CNCCO)ccc2-3)ncn1",0
17072,"CCOC(=NC(=Nc1cccc(C(C)C)c1)S)O",0
17073,"CC1CCc2c(I)c(-c3ccc(F)cc3)nn21",0
17074,"CC(c1cccc2cc(-c3nccs3)[nH]c21)O",0
17075,"Cc1cc(-c2ccc(Cl)cc2)nc2c(C(=Nc3cccc(S(N)(=O)=O)c3)O)cnn12",0
17081,"COC(C1=C(c2ccccc2)c2ccc(O)cc2C1=O)=O",0
17082,"c1cc(C2CCc3cc(O)ccc3O2)cc(O)c1",0
17084,"COc1ccc2cc(C(C(=O)O)S)ccc2c1",0
17088,"CCn1c(C=Cc2nnn(-c3cccc(Cl)c3)n2)nnc1-c1ccncc1",0
17090,"c1ccc(N=C(c2cn3cc(C=NO)ccc3n2)O)cc1",0
17092,"CC(=NC=Cc1ccc(OCC2CO2)c(OC)c1)O",0
17094,"CC(C)N(C(C)C)S(C[C@@]12CC[C@H](C[C@@]1(CN1CCOCC1)O)C2(C)C)(=O)=O",0
17096,"Cc1c(I)c2c(N)ncnc2n1C(C)(C)C",0
17097,"c1ccc2c(c1)c1c(c(O)n2)C(=O)OC1=O",0
17098,"CC(C)(C)OC(N1CCN(c2ccc(C(N3CCCCC3)=O)cc2Cl)CC1)=O",0
17101,"Cc1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(C(F)(F)F)o4)cc3=O)cn12",0
17103,"C1C2CC3(C(=NN)O)CC1CC(Br)(C2)C3",0
17105,"C(=Cc1cc(-c2cc3c(O)[nH]cnc-3n2)ccn1)c1ccc(OCCN2CCOCC2)cc1",0
17107,"CN1CC(COC(=Nc2cc(-c3cccs3)ccc2N)O)C1",0
17109,"c1cc2c(cc1Cl)c(CN=C(c1ccnc(Cc3cc4cc(C#N)cnc4c(C#N)c3)c1)O)n[nH]2",0
17115,"c1cc(CCN)cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2N=C(O)C3)c1",0
17117,"c1ccc(S(c2ccc(/C=C/c3ccc(F)cc3F)cc2)(=O)=O)c(C#N)c1",0
17120,"Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O",0
17122,"c1ccc(OCc2cc(-c3cccc(CN)c3)c(F)c(NCC3CCCO3)c2)c(CC(=O)O)c1",0
17126,"CN1c2cccc(O)c2C2(COc3cc4c(cc32)OCCO4)C1=O",0
17131,"c1c(C#N)cc(Br)cc1C(F)(F)F",0
17133,"CC(C)(C)Nc1c2c(ccn(CCO)c2=O)cc(=Nc2ccc(OC)cn2)[nH]1",0
17136,"COC(c1cnc(Cl)cc1NN)=O",0
17137,"Cc1cccc(C2CCN3C(=O)c4cnc(C5CCOCC5)n4NC3=N2)c1",0
17139,"CC(C)(C)Nc1c(N)nc2cccc(-c3cc4c([nH]3)CCN=C4O)c2n1",0
17144,"CCC(C#N)(c1ccc(Cl)cc1)c1c2cccc(N)c2[nH]n1",0
17146,"c1ccc2c(c1)c(C(=Nc1ccc(Br)cc1)O)n[nH]2",0
17149,"CC(=O)SC1CC(c2ccc(F)cc2F)OC1",0
17153,"Cc1cccc2cc(C(C)=O)cc(=O)n12",0
17155,"CC(C)(c1ccc(-c2c[nH]c3c2cc(-c2cccc(S(C)(=O)=O)c2)cn3)cc1)C(=O)O",0
17156,"CCOC(C(CC(=C)C)(C(=O)OCC)N=CO)=O",0
17157,"COc1ccc(COC(=N[C@@H]2CCCC[C@H]2N[C@H]2CCCN(c3ccc(C#N)cc3)C2)O)cc1",0
17158,"Cc1cc(OC)c(N)cc1Br",0
17159,"Cc1cc(N2C(c3ccc(Cl)cc3)c3c(C)n(C)nc3C2=O)cn(C)c1=O",0
17160,"c1cc(Br)c(OCCOc2cc(-c3n[nH]nn3)on2)cc1F",0
17163,"C#Cc1nc(N2CCCC2=O)cn1-c1ccccc1",0
17165,"c1ccc(-c2c(-c3ccc(C4(N)CCC4)nc3)c(=O)c3ccn4c(c3o2)nnc4O)cc1",0
17166,"Cc1nc2c(ccc3cc(Cl)ccc3c2=O)s1",0
17167,"Cc1c(CCN2CCC3(CC2)CCN(c2ccc(-c4ncon4)cn2)C3)ccc2c1COC2=O",0
17168,"c1cc([N+]([O-])=O)c(Sc2ccc(F)cc2F)cc1C(Cl)=O",0
17169,"Cn1cc(Nc2ncc(Cl)c(=Nc3cccc(N4C(=O)C=CC4=O)c3)[nH]2)cn1",0
17171,"COc1ccc(C(=Cc2ccc(OC)c(OC)c2)CO)cc1",0
17172,"CC(C)CC(C(Nc1ccc(N2CCOCC2=O)cc1)=O)Oc1ccc2c(c1)c(N)sn2",0
17179,"c1ccc(Cc2cc(Br)cc(Br)c2)cc1",0
17182,"CC(c1ccc(N2CCN(S(c3cccs3)(=O)=O)C[C@@H]2CNC)cc1)(C(F)(F)F)O",0
17183,"CCNCC1CCN(c2c(F)cc3c(c2F)n(-c2nccs2)cc(C(=O)O)c3=O)C1",0
17186,"CCN1CCC(N(C)C2=C(c3ccc(F)cc3)Nc3ccc(C(=O)OC)cc3N2)CC1",0
17187,"COC(c1cc2c(Cl)c(C#N)cnc2s1)=O",0
17188,"Cc1cc2ccc(C=O)nc2cc1OC",0
17191,"Cc1c(C(=O)O)cc2cccn2c1C(C)Oc1ccc(N(C)C)cc1",0
17192,"c1ccc2c(c1)c(N=c1cc[nH]cc1)c(C(=O)OCN1CCCCC1=O)[nH]2",0
17193,"Cc1c(-c2c(NC(=N)O)c3ccccc3n2-c2ccc(O)cc2)c(C)on1",0
17195,"c1cc(C#N)cc(C2=Nc3cc(O)c(-c4ccc(F)cc4)cc3NC(=O)C2)c1",0
17201,"CCOc1ccc(CCC(=O)O)cc1OC",0
17202,"Cc1c(CCc2ccc(Br)cc2CO)cccc1OC",0
17204,"c1ccc(S(c2cc(Cl)c(C(=O)O)cc2N)(=O)=O)c(C(=O)O)c1",0
17206,"c1cc(Cl)c(Br)cc1I",0
17207,"CN(CC(N(C)CC(=Nc1nc2ccc(OC(F)(F)F)cc2s1)O)=O)C1CCNCC1",0
17208,"CC(C)(C)OC(N1Cc2cc(C#N)ccc2OC(C)(C)C1)=O",0
17209,"CCN(c1ccc(-c2cnn(C)c2)c(C=O)n1)C(N=c1cc(NC(C)C)c(C#N)c[nH]1)=O",0
17210,"CC(C)(C)[Si](C)(C)N1CCc2cc(Br)cnc21",0
17211,"c1c(Br)c2c(c(S(N)(=O)=O)c1F)[nH]cn2",0
17213,"COc1c(F)c(C(=O)OC)c2c(c1F)nc(N=C(c1cc3ccccc3cn1)O)[nH]2",0
17214,"Cc1c(C(=Nn2ccc3cc(N)ccc32)O)cnc(-c2cccc(F)c2)n1",0
17215,"CC1(C)CC(Nc2ccc(C(Nc3ccccc3N)=O)cc2)CCN1CC1CC1",0
17217,"CCS(c1ccc(CC(=Nc2cc(C)c3c(n2)CCC(C)(c2cccnc2O)C3=O)O)cc1)(=O)=O",0
17222,"C[C@@H](c1ccc(F)cc1)N1CCC(N2CCC(c3ccc(O)cc3)C(F)(F)C2)C1=O",0
17224,"c1ccnc(C(=NCc2ccc(C(F)(F)F)cc2)NC#N)c1",0
17225,"COc1cc(C=O)cc(SCC2CCCCC2)c1",0
17227,"CN1CC[C@@H](Oc2cc3c(cc2OC)ncnc3Nc2cccc(Cl)c2F)C[C@H]1C(=O)O",0
17228,"CC(C)(C)[Si](C)(C)OCC1CN(C)CCN1",0
17230,"CC(C)(C)[Si](C)(C)OCCNc1ccc(C#N)cc1N",0
17240,"COC(c1cc(N2CCC(NC(c3c(Cl)c(Cl)c(C#N)[nH]3)=O)CC2)c2ccccc2n1)=O",0
17241,"CC1(C)CC(c2ccc(N)c(Br)c2)CC(C)(C)S1(=O)=O",0
17242,"c1cc(C(F)(F)F)ccc1CN=C(c1ccc(S(Cl)(=O)=O)nc1)O",0
17243,"COc1ccc2ccc3c4cc5c(cc4nnc3c2c1)OCO5",0
17244,"c1cc(C2CCOCOC2)cc(C2(NCC(C(Cc3cc(F)cc(F)c3)N)O)CC2)c1",0
17245,"C1CN=C(O)C1OCCC1C2(CC2)C12CC2",0
17246,"CCOC(c1cnn2c(Cl)c(C(N3CCC4(CC3)c3ccccc3C(=O)O4)=O)cnc12)=O",0
17249,"c1cc(C#N)cc(-n2ccc(=O)c(-c3ccnn3-c3cccc4cnccc43)n2)c1",0
17251,"CCCS(Nc1c(F)c(N)c(F)cn1)(=O)=O",0
17252,"Cc1ccc(C(C)(C)SC)cc1Br",0
17254,"CC#C[C@@H](CC(=O)O)c1ccc(OC2CCc3cc(OC)ccc32)cc1",0
17255,"CC(C)Oc1ccc(C(N2CCC3(CC2)CNCC(C(C)(C)O)O3)=O)cc1C",0
17257,"CN(C=O)C(Cc1ccc(OC)c(OC)c1)=O",0
17258,"CS(c1nccc(-c2c3ccc(C(F)(F)F)cn3nc2-c2cccc(Cl)c2)n1)(=O)=O",0
17259,"CCc1ccc(Oc2ccccc2NC)c(OC)c1",0
17260,"c1cc(F)ccc1Cn1ccc2c1cnc(C(NCC(=O)O)=O)c2O",0
17261,"Cc1ccc(S(n2c(C#N)cc3c(B4OC(C)(C)C(C)(C)O4)ccnc32)(=O)=O)cc1",0
17262,"c1ccc(COC(N2CCC[C@H]2C(=N)NO)=O)cc1",0
17263,"CN1CC(n2cc(C(=NCC3CCC(F)(F)CC3)O)c3c(Cl)cccc32)C1",0
17266,"c1ccc2c(c1)cccc2CCO[N+]([O-])=O",0
17267,"COc1c2ccc(C(F)(F)F)nc2cc(C(=O)O)c1N",0
17268,"COc1cc2c(cc1Cl)OC(C(N1CCC(Cc3ccc(F)cc3)(C#N)CC1)=O)CN2",0
17271,"CC(C(=NC)O)Oc1ncn(-c2cccc(C(F)(F)F)c2)n1",0
17273,"CN(C[C@@H]1CCCC[C@H]1N)C1CCc2cc(F)ccc2C1",0
17275,"Cc1cc(CC2CCC2)c(C(=N)S)cc1C(=O)OC",0
17281,"c1ccc2c(c1)cccc2S(c1c2cc(N3CCNCC3)ccc2[nH]n1)(=O)=O",0
17282,"CC(c1cc2ccc(C(=O)OC)cc2o1)N=[N+]=[N-]",0
17283,"Cc1c(Cl)cc(C(C)Cl)c2c1C(O)=NCCO2",0
17285,"c1cc(C2COc3c(Br)cc(F)c(N)c3N2)cnc1",0
17286,"Cc1cc(-c2ccccc2)cc(C)c1C1C(=O)CC(CC2CCOC2)C1=O",0
17287,"Cc1nc(I)cc(N2CC3CCC(C2)O3)n1",0
17288,"C[C@@H]1CN(c2ccc(-c3c(F)cccc3F)cc2)C(=O)c2c(Cl)ncnc2O1",0
17290,"Cn1c2cc(-c3ccc(OCCN)c(C(F)(F)F)c3)nc(C#N)c2nn1",0
17292,"COc1ccc2c(n1)C(F)(F)C(O)c1ccc(Br)cc1O2",0
17294,"Cn1c(CCOc2ccc3ccn(CC(=O)O)c3c2)cc(-c2ccc(OC(F)(F)F)cc2)n1",0
17298,"c1ccc(CCc2cnccc2C(O)=O)cc1",0
17299,"CC(C)(C)OCC(C(=O)O)NCCC#N",0
17300,"CCOC(c1c(N2CCCCC2)n(-c2cc(OC)ccc2F)nn1)=O",0
17302,"C1CN(c2cc(N=c3[nH]cc(C#N)s3)ncn2)CCN1CC(=N)O",0
17304,"Cn1c(=O)c(OC)c(Cl)c(Br)n1",0
17306,"CCn1ccc2c1c1c(s2)CCNCC1",0
17309,"CCCC12COC(C3CCCNC3)(OC1)OC2",0
17312,"c1ccc(CSC2=Nc3cc(Cl)sc3S(=O)(=O)N2)cc1",0
17314,"CCCCOc1ccc(Cc2cn([C@H]3[C@H](O)[C@H](O)[C@@H](CO)O3)c(=O)nc2S)cc1",0
17315,"Cc1ccc(OC)c(S(=O)(=O)Oc2cc(C)cc(OCCC=O)c2)c1",0
17316,"COc1ccc(CN2CCOc3cc(C(=NO)O)ccc3C2=O)cc1",0
17319,"C=C(CN(C#N)c1cccc(C(F)(F)F)c1)Cl",0
17320,"C(Cc1ccc2c(n1)NCCC2)Cc1csc(C=O)n1",0
17321,"COc1cc(C(Cl)=O)c(NS(c2ccc(Cl)cc2)(=O)=O)cc1OC",0
17322,"CCOC(N1Cc2c(nc(-c3ccc(NC(=NCCO)O)c(F)c3)nc2N2CCOC[C@@H]2C)C1)=O",0
17324,"CCCNS(Nc1ccc(F)c(C(=O)O)c1F)(=O)=O",0
17329,"Cc1cnnc2c1cc(C(=O)OC)c(Nc1ccc(Cl)cc1Cl)c2F",0
17330,"c1ccc2c(c1)c1c(Nc3ccc(Cl)cc3)ccnc1nc2O",0
17333,"COc1ccc(CCC(CCCc2ccccc2)C(=O)O)cc1",0
17336,"c1cc(F)cc(Oc2ccc(Oc3c(C(N)=O)cc(N4CC5CNCC5C4)cn3)cc2)c1",0
17338,"CCC(CCCc1cc(OC)c(OC)c(OC)c1)(c1cccs1)N(C)C",0
17339,"COC(c1ccc(-c2ccccc2)cc1N=C(c1cc(C2CCN(CCO)CC2)ccc1O)O)=O",0
17344,"CCCCCCCCc1ccc2c(c1)CCC(C(CO)N)C2",0
17345,"C[Si](C)(C)CCOCn1c2ccc(-c3cnn4ccncc34)nc2n(C2CCOCC2)c1=O",0
17347,"COC(CCCCCCN1[C@@H](/C=C/C(c2cccc(Br)c2)O)CCC1=O)=O",0
17350,"CC(c1c2cc(O[C@@H]3CO[C@@H]4[C@H](O)CO[C@H]34)ccc2n(CC(=O)O)n1)=O",0
17352,"C1CCN(S(c2cccc(-n3ccc(=O)c(-c4ccnn4-c4cccc5cnccc54)n3)c2)(=O)=O)C1",0
17353,"CC(C)(C)OC(=Nc1cc(-n2c3c(c(N)ncn3)nc2O)ccc1OCCOC)O",0
17355,"c1c(Cl)c(N=[N+]=[N-])cc2c1[nH]c(=O)c(=O)[nH]2",0
