,Unnamed: 0,smiles,targets
22641,22641,CC(C)(C)NS(c1cc(CN)ccc1F)(=O)=O,0.0
22642,22642,c1cc(Cl)ccc1-c1ccc2c(c1)CC(C(=O)O)O2,0.0
22646,22646,c1ccc(Cl)c(-c2c3c(nc(N4CCC5(CCC5N)CC4)cn3)[nH]n2)c1,0.0
22647,22647,CCC(CC)c1cc(C(=NN)O)cc(C)n1,0.0
22648,22648,Cc1c(N(C)Cc2ccc(C(c3cccc(C(=O)O)c3)O)cc2)ccc(C(C)=O)c1O,0.0
22651,22651,c1cc2c(c(OCCOCCOCCOCCC(=O)O)c1)C(=O)N(C1CCC(O)=NC1=O)C2=O,0.0
22652,22652,C=C(CN(C=O)c1c(C#N)cnn1-c1c(Cl)c2n(n1)CCCC2)Cl,0.0
22658,22658,CC(C)c1cc(CNC[C@H]([C@H](Cc2ccccc2)N=C(c2cccc(C(=O)O)c2)O)O)cnc1,0.0
22659,22659,c1cc([C@H]2CC(F)(F)CN2c2ccc3ncc(C(=N)O)n3n2)cc(F)c1,0.0
22661,22661,c1ccc(-c2cnc(Nc3cccc(C=O)n3)s2)cc1,0.0
22662,22662,CC(C)(C)OC(=Nc1ccc(Oc2ccnc3c2ncc(NC)n3)cc1F)O,0.0
22664,22664,CNCCC(C1CCCCC1)c1c[nH]c2cccc(OC)c12,0.0
22666,22666,c1ccc2c(c1)-c1cc(N)ccc1S2=O,0.0
22667,22667,Cc1cc(-c2ncc3c(ccc(C(F)(F)F)n3)n2)ccc1N1CCn2c(c(C)cn2)C1=O,0.0
22673,22673,CC1(C)CCn2cncc2C1c1ccc(O)cc1,0.0
22676,22676,COC(c1cc(N2CCCCC2)c2cccc(O)c2n1)=O,0.0
22679,22679,CN(C)c1cc2c(cc1Cl)NCC(C(N1CCC(Cc3ccc(F)cc3)(C#N)C1)=O)O2,0.0
22684,22684,CC(C)c1cc(Oc2c(C)cc(Nc3n[nH]nn3)cc2C)ccc1O,0.0
22685,22685,c1cc(COc2ccc3cc(CC(=N)O)c(O)nc3c2)cc(Cl)c1,0.0
22686,22686,CC(C)(C(=O)O)N=C(c1c(O)cc(-c2cccc(Cl)c2)cn1)O,0.0
22688,22688,c1c(CS)cc(C(F)(F)F)cc1C(F)(F)F,0.0
22689,22689,CC[C@@H](CNc1ncc(C(F)(F)F)cn1)N(C)C(c1c2ccccc2ccn1)=O,0.0
22690,22690,Cc1cc2c(ccc(C#N)c2C(F)(F)F)n1C(C)CSC,0.0
22691,22691,Cc1cccc(-c2c(-c3ccc4ncc(C(=N)O)n4c3)cn(CC(F)F)n2)n1,0.0
22692,22692,CNCc1ccc(-c2nc(-c3c(-c4ccncc4)n(-c4ccccc4F)nn3)on2)cc1,0.0
22697,22697,C[C@@H](c1ccc(C(=O)OC)cc1)N=C(C1(C)CC2(CC2)CCN1)O,0.0
22700,22700,COc1cc2c3c(nc(F)c2cc1F)OCCC3,0.0
22701,22701,c1cc(Cl)c(S(O)(=O)=O)cc1N,0.0
22703,22703,c1ccc(Sc2cc(C(F)(F)F)ccc2CN)c(C=O)c1,0.0
22704,22704,CC(C)(C)OC(N(C)CC1CCc2ccc(S(c3ccccc3)(=O)=O)c(C(=O)O)c2O1)=O,0.0
22707,22707,c1cc2c(cc1Cl)[nH]nc2-c1cnc2c(c(C(=O)O)c[nH]2)n1,0.0
22709,22709,CC1C(O)=NC2(CC2)CN1C(c1cc(OC)c2nc(=NCc3cccc(Cl)c3)[nH]n2c1)=O,0.0
22711,22711,COc1cc(N=c2c(C#N)c[nH]c3cc(N=[N+]=[N-])c([N+]([O-])=O)cc32)cc(OC)c1OC,0.0
22712,22712,CCOC(c1c(O)c2c(c(C#N)n1)c(-c1cccs1)no2)=O,0.0
22713,22713,COC(c1c(O)c2cc(-c3ccccc3C(F)(F)F)ccc2sc1=O)=O,0.0
22718,22718,Cc1cc(C(N)=O)cc(C)c1CC(C(N1CCCCC1c1ncc(-c2ccccc2)[nH]1)=O)N,0.0
22719,22719,CCOC(CN([C@H](C)CO[Si](C)(C)C(C)(C)C)C(Cn1c2ccccc2c(C(N)=O)n1)=O)=O,0.0
22721,22721,COc1cc2c(cc1OC)CN(/C=N/c1ccc3c(c1)C(O)CC3)CC2,0.0
22722,22722,CC1(C)C(C(=O)O)N2C(=O)C(N=C(C(c3ccc4c(c3)CCO4)O)O)C2S1,0.0
22727,22727,CC(C)C(C(=O)OC)NC(c1ncc(-c2ccc(NC(C3Cc4ccccc4C3)=O)cc2)s1)=O,0.0
22728,22728,CC(C)(C)c1nc2cc(S(N3CC[C@H](C(=NC)O)C3)(=O)=O)ccc2n1CC1CCC(F)(F)CC1,0.0
22731,22731,C(Cc1cc(-c2ccnc3c2c(C(F)(F)F)n[nH]3)cc(C2(C#N)CC2)c1)CN,0.0
22733,22733,CC(C1CCC1)N=C(c1cnc(N=C(O)OC(C)(C)C)s1)O,0.0
22734,22734,c1cc(C(F)(F)F)nc2cc(C(=O)O)c([N+]([O-])=O)cc12,0.0
22735,22735,CC(=Nc1cc(Oc2cccnc2OCC(=O)OC)c(Cl)cc1F)O,0.0
22736,22736,CN1CCC(n2cc3cc(N=C(c4cccc(C(F)(F)F)n4)O)c(C(=N)O)cc3n2)CC1,0.0
22738,22738,c1ccc(-c2c3cc(C(=O)O)c4ccccc4c3oc2[N+]([O-])=O)cc1,0.0
22742,22742,CC1(C)c2ccccc2N(CCC2(NCC(c3cc(O)cc4c3OCC(O)=N4)O)CC2)C(=O)O1,0.0
22748,22748,COc1ccc2c(c1)sc(-c1cccc(OC)c1Br)n2,0.0
22749,22749,CCN1CCC[C@@H]1CCNc1ccccc1S(Nc1ccc2c(c1C(=O)O)OCC1CC12)(=O)=O,0.0
22752,22752,c1ccc2c(c1)ccc(COc1ccc(CC(Cl)=O)cc1)n2,0.0
22753,22753,CC(Cc1ccc(C#Cc2ccc(C(N3CCCCC3)=O)cc2)cc1)N=C(C)O,0.0
22754,22754,c1ccc(Cl)c(-c2cc3c[nH]c(=NCc4cccc(O)c4)nc3n2C[C@@H]2CCCNC2)c1,0.0
22755,22755,CC(C)(C)OC(N1Cc2ccccc2C1/C=C/C(=O)OC)=O,0.0
22757,22757,CCCC(=NC[C@H]1CN(c2cc(F)c(N3C4CCC3CSC4)c(F)c2)C(=O)O1)O,0.0
22761,22761,C[C@@H]1CN(Cc2c[nH]nc2C2=CCN(C=O)CC2)CCN1c1ccc(C(F)(F)F)cn1,0.0
22764,22764,C1CCN(CCCc2n[n+](=O)c3cc4c(cc3n2[O-])CCC4)CC1,0.0
22766,22766,c1c(C#N)csc1CBr,0.0
22773,22773,COc1ccc(-c2cnc3nnc(COc4ccnc5ccccc54)n3n2)cc1,0.0
22779,22779,c1cc(Nc2ncc(C(F)(F)F)c(CCc3c(CC(=N)O)nccn3)n2)ccc1C1CCNCC1,0.0
22782,22782,CC(C)Cn1c(=O)c(CNC)cc(-c2ccc(F)c(C)c2)n1,0.0
22787,22787,CC(c1ccc(-c2c(O)ccc3c2c2ccsc2c(O)n3)cc1)O,0.0
22788,22788,C1CCN(c2cc(Br)ncc2[N+]([O-])=O)CC1,0.0
22789,22789,c1cc2c(cc1I)C(=CNCC1CCC(O)=N1)C(=O)N=C2O,0.0
22790,22790,C[C@H](COc1ccc(C(N2CCC(F)(F)C(=CC(=NCCO)O)c3cc(F)ccc32)=O)cc1)F,0.0
22791,22791,CCOC(c1ccc(CC(CCC(=NOCc2ccc(OC(C)=O)cc2)O)C(=O)O)cc1)=O,0.0
22795,22795,CC(C)C(=Nc1cc(C(=Nc2cnccc2N2CCC(F)(F)CC2)O)c(F)cn1)O,0.0
22796,22796,CN(CCCCCN1CCC(CN)CC1)Cc1ccccc1,0.0
22798,22798,c1cc(S(Cl)(=O)=O)ccc1N1CC[C@H](N2CCc3c2ccc(F)c3Cl)C1=O,0.0
22800,22800,CN=C(c1cc(Cl)c(C(Cl)=O)c(Cl)c1)O,0.0
22806,22806,c1ccc2c(c1)c(=O)c1cc(I)cc(C(=O)O)c1[nH]2,0.0
22808,22808,CC(C)(C)S(NCc1cccc(Cl)c1Sc1ccc(F)cc1CO)=O,0.0
22809,22809,c1ccc(CN2CC3C4C=CC(N)(CC4)C3C2)cc1,0.0
22810,22810,c1ccc(C(F)(F)F)c(CC(=N)O)c1,0.0
22811,22811,CCC([C@H]1CC[C@H](Oc2ccnc3ccccc32)CC1)C(=O)O,0.0
22812,22812,c1ccc2c(c1)c(=O)c1cc(C(Cl)=O)ccc1s2,0.0
22813,22813,COc1c(CCN2CCCCC2CC(=NCc2cccc(F)c2)O)cccn1,0.0
22814,22814,Cc1ccc(NC(N2C(=O)C3(CCCCC3)NC23CCCCC3)=O)cc1,0.0
22816,22816,Cc1ccc(N(C)C(c2ccc(N)c(OC)c2)=O)c(OCc2ccc(C3=NCCO3)cc2)c1,0.0
22818,22818,Cc1cccc2c1CCC(C(=O)OC)CC2=O,0.0
22819,22819,CCN1c2ccccc2C(O)=Nc2cc(C(=O)O)ccc21,0.0
22821,22821,CC(C)(C)OC(=NC(CCCCNS(c1c(Cl)ccc([N+]([O-])=O)c1O)(=O)=O)C(=O)O)O,0.0
22822,22822,Cc1nc2c(ccc3cc(Cl)ccc3c2=O)n1CCO,0.0
22824,22824,CC(=NCC1CN(c2ccc(C3Cn4cc([N+]([O-])=O)nc4OC3)c(F)c2)C(=O)O1)O,0.0
22825,22825,CC(C)c1ccc(-c2cc(F)cc3c(C)c4n(c32)CCNC4=O)cc1,0.0
22827,22827,Cc1nc(NN=C([C@H](CC2CCCC2)CN(C=O)O)O)c(F)c(N(C)CCc2ccncc2)n1,0.0
22829,22829,CC(C)(C)OC(N1CCCC(CN[C@@H]2C[C@H]2c2ccccc2)CC1)=O,0.0
22832,22832,c1cncc2c1c(Cl)cc(-c1ccncc1F)n2,0.0
22833,22833,Cc1cc(Br)cc(-n2ccnc2)c1,0.0
22834,22834,c1ccc(C2(c3ccc4c(c3)cnn4-c3ccc(F)cc3)CC2C#N)cc1,0.0
22836,22836,CS(N1CCCC(c2cc(-c3cnc4ccc(C(F)F)nn34)ncn2)C1)(=O)=O,0.0
22837,22837,c1cc2c(nc1)C1=NN(c3ccc(Cl)cc3)C(=O)CC1CC2,0.0
22838,22838,CCOC(CCOCCOCCCI)OCC,0.0
22842,22842,CN(C)CCOc1ccccc1N=c1[nH]c(-c2cc3cccc(Cl)c3oc2=O)cs1,0.0
22844,22844,Cc1c(CO)cccc1I,0.0
22846,22846,Cc1ncc(-c2c(Br)cnc(Nc3ccc(S(NCCOC)(=O)=O)cc3)n2)n1C,0.0
22847,22847,COS(c1ccc2c(cccn2)c1)(=O)=O,0.0
22852,22852,CN(C)S(n1ccnc1-c1c(OCc2ccccc2)c(=O)cc[nH]1)(=O)=O,0.0
22853,22853,Cn1c(C2CC2)c2c(c(O)c1=O)C(=O)N(Cc1ccc(F)c(Cl)c1)CC2,0.0
22854,22854,c1ccc(/C=C/c2c(CO)c(-c3ccc(F)c(F)c3)no2)cc1,0.0
22855,22855,COc1ccc(CN2C(=O)CN(Cc3ccc(CBr)cc3)S2(=O)=O)c(OC)c1,0.0
22856,22856,CC1=C(Cc2ccc(-c3ccc(OC)cc3)c(C(O)=O)c2)C(=O)C(OC)=C(OC)C1=O,0.0
22858,22858,Cc1cc2c(Cc3ccc(NS(Cc4ccccc4)(=O)=O)nc3F)c[nH]c2nc1,0.0
22860,22860,c1cc(N)c(O)c(S(C2(CF)CCOCC2)(=O)=O)c1Cl,0.0
22861,22861,CC(C)(C)OC(C(C)(C)Oc1cccc(CCC(=O)O)c1)=O,0.0
22862,22862,COc1cc(C[C@@H](C(=O)O)Nc2cccc(-c3ccccc3)c2)cc(OC)c1OC,0.0
22864,22864,CC[C@@](CNS(CCCN)(=O)=O)(c1ccc(F)c(OCC2CC2)c1)O,0.0
22868,22868,C[C@@H]1COC[C@H]2COc3c(C(C)(C)O)nc(-c4cc[nH]c5nccc4-5)nc3N12,0.0
22871,22871,CCOC(CC(c1cc(OC)c([N+]([O-])=O)c(C)c1F)=O)=O,0.0
22874,22874,CC[Si](CC)(CC)c1c(CCN)c2cc(Cl)c[nH]c-2n1,0.0
22875,22875,CC[C@@H](c1nc2cccc(Cl)c2c(=O)n1C1CC1)Nc1c(-c2nc(C)no2)c(N)ncn1,0.0
22876,22876,COC(c1ccnc(-n2c(OCc3ccc(F)c(F)c3)ccn2)c1)=O,0.0
22877,22877,Cc1ccccc1C(C/C(c1ccc(=O)n(C)c1)=N\O)c1ccc(C(NC[C@H](C)O)=O)cc1,0.0
22881,22881,CC(C)(CC(Cn1ccc(=O)c2ccccc21)(C1CC1)O)c1cc(F)ccc1OC,0.0
22883,22883,CS(Nc1ccc(N)cc1OCC1CC1)(=O)=O,0.0
22887,22887,COc1cnc(C(N=[N+]=[N-])=O)c2c1C(=O)N(Cc1ccc(F)cc1)CC2,0.0
22888,22888,CN1CCN(Cc2ccc(N3CCC(Oc4nc(-c5ccncn5)cc(=O)n4C)CC3)cc2)CC1,0.0
22890,22890,CCCC(=Nc1c(C(N)=O)c(-c2ccc([N+]([O-])=O)cc2)c[nH]1)O,0.0
22894,22894,Cc1cc(C(N)=S)cc(C)c1N(C)C,0.0
22895,22895,Cc1c(CNC)c(-c2ccc(Br)cc2)on1,0.0
22900,22900,c1ccc2c(c1)ccc(C=CCO)c2Br,0.0
22902,22902,CNc1cccc(CCCN=C(C2CCN(CC(=O)O)CC2)O)n1,0.0
22904,22904,Cn1cc(-c2cc3c(Cl)ccnc3[nH]2)c2cc(OC)c(OC)cc21,0.0
22906,22906,CC(C)(c1ccc(S(/C=C/C#N)(=O)=O)cc1)C(N1CCCCC1)=O,0.0
22915,22915,CC(C)(C)OC(N1CC2CC2(C=NO)C1)=O,0.0
22916,22916,Cc1c2c(c(Cl)cc1Br)OCCC2,0.0
22919,22919,CCOC(C=C1c2cc(=O)n(C)cc2-c2cnn(C)c2C(c2ccc(Cl)cc2)=N1)=O,0.0
22920,22920,Cn1c(=O)c2c(Nc3ccc(C4CC4)cc3S(C)(=O)=O)cc(Cl)nc2[nH]1,0.0
22921,22921,Cn1c(CN)cc2cc(-c3ccc(C(N4CCC(F)(F)CC4)=O)cn3)cc(C(F)(F)F)c21,0.0
22923,22923,CS(N(Cc1ccc(Oc2ccccc2)cc1)Cc1cccc(CCC(=O)O)c1)(=O)=O,0.0
22924,22924,CC1CN(S(c2cccc3c2c(F)cnc3O)(=O)=O)C(C)CN1,0.0
22925,22925,CCc1cc(C)cc(CC)c1-c1c(OC(C(C)C)=O)c2cccnc2n(C)c1=O,0.0
22926,22926,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(-c3c[nH]nc3)cc2)n1,0.0
22930,22930,Cc1ccc(S(n2ccc3c(C(C)=O)ncnc32)(=O)=O)cc1,0.0
22932,22932,c1cc(CO)cc(-c2cc(-c3[nH]c4ccc(N5CCOCC5)cc4n3)c(O)nc2)c1,0.0
22936,22936,CCOC(C(C)C1CCC(c2ccc(OC)cc2)CC1)=O,0.0
22938,22938,c1ccc(NCc2nc3ccc(CCC(=N)O)cc3[nH]2)c(/C=C/C(=NO)O)c1,0.0
22942,22942,COc1ccc2c(cc3n2COc2ccc(Cl)nc2-3)n1,0.0
22949,22949,c1cc2cc3n(c2nc1)COc1ccc(Cl)nc1-3,0.0
22950,22950,CC(C)Oc1ccc(C(=NNC(c2ccc(Br)cc2C)=O)O)cc1C#N,0.0
22953,22953,CN=C(c1c(CC(c2ccccc2)=O)onc1-c1ccccc1)O,0.0
22954,22954,CC(C)c1ccc(CO)cc1S(C)(=O)=O,0.0
22957,22957,COc1ccc2cc(-c3ccccc3)nn2c1[Si](C)(C)C,0.0
22959,22959,CS(c1ccc(-c2c(I)c(=O)c3ccccc3o2)cc1)(=O)=O,0.0
22961,22961,c1cc(N)c(Br)cc1C1(c2n[nH]nn2)CCOCC1,0.0
22962,22962,CC1C(c2ccc(N)c([N+]([O-])=O)c2)=NN=C(O)S1,0.0
22963,22963,CCc1c(C(c2cc(C#N)c(O)c(Cl)c2)=O)n2ccccc2n1,0.0
22964,22964,COc1cccc(-c2nc3cc(-c4ccccc4)cnc3[nH]2)c1,0.0
22966,22966,COc1cc(S)cc(OC)c1OC,0.0
22967,22967,Cc1cc2c(cc1N(C)C)N=C(c1cccc(-n3c(CO)cnn3)c1)CC(=O)N2,0.0
22969,22969,C(Cc1c(Br)cc(C2OCCO2)s1)CO,0.0
22970,22970,C1CC1c1cc(N=c2c(CCO)c[nH]c(-c3ccc(S(N)(=O)=O)s3)n2)n[nH]1,0.0
22972,22972,CC=C1c2ccccc2COc2ccc(C(=O)O)cc21,0.0
22973,22973,C1CC(c2c[nH]c3c2cccn3)CNC1,0.0
22974,22974,c1ccc(S(C(c2cc(Br)cnc2Cl)F)(=O)=O)cc1,0.0
22975,22975,Cc1c(-c2cc(N3CCOCC3)c(=O)n(C)n2)cc(N)cn1,0.0
22978,22978,CCCCOc1ccc2c(c1-c1c3c(c(C(=N[C@@H]4CCNC4)O)c[nH]3)ncn1)OCO2,0.0
22980,22980,C1CCC(O)c2ccc(Br)cc2C1,0.0
22982,22982,CCN(C1CC(C)(C)Oc2ccc(O)cc21)S(C)(=O)=O,0.0
22983,22983,CCc1c(N=C=S)ccc2c1nco2,0.0
22985,22985,c1ccc(COC(CN2c3ccccc3C(=O)C[C@H](NC(c3c4ccccc4ccn3)=O)C2=O)=O)cc1,0.0
22987,22987,COc1ccc(S(NCCc2cccc3cc(F)ccc23)(=O)=O)cc1N1CCNCC1,0.0
22988,22988,COC(c1c(I)ccc(C2CC2)n1)=O,0.0
22993,22993,CC(C)c1nc2ccccc2n1-c1nc2ccc(CC3CNC3)nc2c(N2CCOCC2)n1,0.0
22995,22995,c1ccc(Cl)c(C2CN=C(O)Cc3ccc(Cl)cc32)c1,0.0
22996,22996,CCOC(c1cc(SCC)cc2c1[nH]c(=N)[nH]2)=O,0.0
22998,22998,CCCCCC(N1CCc2c(C)c3ccccc3nc2CC1)=O,0.0
23001,23001,CCc1cnc(-c2cc(Cl)c(N3CCC(C(=O)O)CC3)[nH]c2=NC)o1,0.0
23002,23002,CN([C@@H]1CCN(c2ccc([N+]([O-])=O)cc2)C1)C(C(F)(F)F)=O,0.0
23006,23006,c1ccc2c(c1)c(N=C(N1C[C@H](F)C[C@H]1C(=O)O)O)cn2C(=N)O,0.0
23007,23007,C1CCC(OCCOc2ccc(OCC(CNCCN=C(Nc3ccc(O)c(F)c3)O)O)cc2)C1,0.0
23009,23009,C=Cc1c(F)c(F)c(C(=O)OC)c(F)c1F,0.0
23010,23010,CN1[C@H](c2ccccc2)COC(=O)[C@H](CC(=O)O)CC=CCCC1=O,0.0
23011,23011,CCN=C(Nc1cc(-c2nc(C(F)(F)F)c(C)s2)c(Br)cn1)O,0.0
23013,23013,CC(C1CCNC(C(F)(F)F)C1)n1c(C)c(C(=O)O)c2ccccc21,0.0
23018,23018,CC(C)(CN)c1cc(F)cc2ccoc21,0.0
23021,23021,CC1(Br)C(c2ccc(SC(F)(F)F)cc2)=NN(C)C1=O,0.0
23022,23022,C1CC(=O)CCC1c1ccc2c(c1)c(=O)c1cc(C(=O)O)c(N)nc1o2,0.0
23023,23023,CCOc1ccc(N=c2[nH]c(Cl)c3ncnc-3[nH]2)cn1,0.0
23029,23029,COc1ccc(Cl)c(C(=N)O)c1F,0.0
23030,23030,CC(N1CCCC1COc1cc2c(cc1F)CN(c1cnnc(O)c1C(F)(F)F)C2)=O,0.0
23031,23031,CC(C)(C)OC(=NCc1cc(=O)n(C)cc1-c1cc(OC)ccc1C(c1ccc(F)cc1)=O)O,0.0
23035,23035,CN=c1cc(-c2c[nH]nc2-c2cccc(NS(c3cc(F)ccc3F)(=O)=O)c2)cc[nH]1,0.0
23041,23041,COC(C1CCNC(CCc2ccc(F)cc2)C1)=O,0.0
23044,23044,Cc1ccc(NC(Nc2ccc(-c3cc(C(NC(Cc4ccccc4)C(=O)O)=O)on3)cc2)=O)cc1,0.0
23045,23045,CCOC(CCc1cc2cc(O)cnc2n1Cc1ccc(Cl)cc1)=O,0.0
23047,23047,CCOP(CCCCCO)(CP(=O)(OCC)OCC)=O,0.0
23051,23051,c1c(Br)cc(Cl)nc1Cl,0.0
23053,23053,Cc1cc2c(cc1C(F)(F)F)N=C(O)CC(c1cccc(C(=O)OC)c1)N2,0.0
23055,23055,COc1cc(N2CCN(C(Cn3c4c(cccn4)c(C(=N)N)n3)=O)CC2)ccc1Cl,0.0
23057,23057,CN(C)CCC1C(=O)N(Cc2ccc(OC)cc2)c2cc(C(=NO)O)ccc2O1,0.0
23058,23058,CN1[C@@H](COc2c3cccnc3cc(-c3ccc(OC)c(OC)c3)n2)CN=C1O,0.0
23059,23059,Cc1cc2cc(N=c3cc[nH]c4cc(C(N5C[C@H](OC)[C@@H](OC)C5)=O)sc34)ccc2[nH]1,0.0
23060,23060,CC(C)OCC(COc1ccc(/C=C/C(=O)O)c(Oc2c(Cl)cc(C(F)(F)F)cn2)c1)O,0.0
23063,23063,c1ccc(C(F)(F)F)c(CC(=Nc2ccc(-c3ccc(Cl)nc3)c(S(N)(=O)=O)c2)O)c1,0.0
23065,23065,COc1cc2ccccc2c2c1cc(CO)n2CC1CCCCC1,0.0
23067,23067,CN1C(CCN=C(C(F)(F)F)O)C(N)C(=O)N1c1ccccc1,0.0
23068,23068,CCCCCC(=NC(C(C)=O)c1ccccc1)O,0.0
23075,23075,CCN1CCN(c2ccc(-c3cc4c(N5CCNC(C(F)F)C5)ccnn4c3)cc2)CC1,0.0
23079,23079,Cc1c(N2CCCn3c4c(CO)ccc(Cl)c4nc32)ccc(N(C)C)n1,0.0
23080,23080,CC1(C)C(C)(C)OB(c2ccc(N3CC(c4ccc(F)cc4)N(C)C3=O)cc2F)O1,0.0
23081,23081,CC1(O)CCc2c(c3nn(-c4ccc(Cl)cc4)c(=O)c-3c[nH]2)C1,0.0
23082,23082,c1ccc(Oc2ccc(Nc3cc(NCCO)ncn3)cc2)cc1,0.0
23085,23085,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5c(c4)c(F)c(-c4cnn(C)c4)cn5)n3c2)cn1,0.0
23087,23087,C1C[C@H](c2cc(F)cnc2O)N(c2ccn3c(c(C(=NCCCl)O)cn3)n2)C1,0.0
23088,23088,c1ccc(Cn2c3cc(OCCCCNC(=N)N)ccc3cc(CC(=O)O)c2=O)cc1,0.0
23090,23090,CCc1cnn2c1-c1cc(C(O)=O)sc1CCC2,0.0
23091,23091,CN=C(/C=C/CCOS(C)(=O)=O)O,0.0
23092,23092,c1ccnc(-c2nc3c(o2)CCCN(c2cc(C#N)cc(F)c2)C3)c1,0.0
23093,23093,c1cc2c(c(F)c1)CCc1c(cccn1)C2=O,0.0
23095,23095,CC(C)(C)OC(N1C[C@H](F)C[C@H]1C(=Nc1c(COC)ccc(Br)n1)O)=O,0.0
23098,23098,c1cc(C(=O)O)c2c(c1)OC(=O)c1ccc(N)cc1CCO2,0.0
23099,23099,C[C@@]1(c2cc(N=C(c3c(C(F)(F)F)cccn3)O)ccc2F)CCOC(=N)N1,0.0
23100,23100,Cc1cc(C#N)nc2c1c(=O)n(Cc1nc([C@@H]3[C@H]4CN(c5cc(Cl)ccn5)C[C@H]43)no1)cn2,0.0
23104,23104,COCOc1ccc(CCCO)c(Oc2ccc(C(F)(F)F)cn2)c1,0.0
23105,23105,Cc1ccc(C)c2c1cc(-c1nc(-c3ccc(C(=O)OC)cc3[N+]([O-])=O)no1)o2,0.0
23106,23106,Cc1cc2cc(Cc3cc(C(=NCc4ccc5c(cc[nH]c5=N)c4)O)ccn3)cc(C#N)c2nc1,0.0
23108,23108,CCOC(c1ccc(Cn2c3ccc(F)cc3nn2)cc1)=O,0.0
23111,23111,c1c(F)cnc2c1c(I)[nH]n2,0.0
23112,23112,CC(C)(C)OC(N(C)[C@H]1C[C@H](OCCOS(C)(=O)=O)C1)=O,0.0
23113,23113,CC(N1CC2(CC2)c2ccc(Cl)nc21)=O,0.0
23114,23114,c1cc(Cl)ccc1C(c1c(C(=O)O)cc(C(C2CCOCC2)=O)cc1F)=O,0.0
23116,23116,CC(C)c1c(C(=NCc2cc(F)cnc2)O)c2ccc(O)cc2n1Cc1ccccn1,0.0
23119,23119,c1cc(F)ccc1Cc1ccc(C(CCNC2CC2)=O)o1,0.0
23120,23120,CN1CC(C(c2ccccc2)Oc2ccccc2O)OCC1=O,0.0
23121,23121,COCCn1cc(C2COc3cc(Cn4cnc5cccnc54)cc(OC)c3O2)cn1,0.0
23123,23123,c1cc([C@@H](CN)N=C(c2ccc(-c3c(N)ncc(C4CCOCC4)n3)cc2F)O)cc(Cl)c1,0.0
23124,23124,c1cc(Cn2cnc3c(N)ncnc32)c2c(c1)c(CCC(=O)O)c[nH]2,0.0
23126,23126,c1cc(C(NCCO)=O)nc(-n2c3cc(-c4cc(N)cnc4)ccc3cn2)c1,0.0
23129,23129,Cc1cc(C)c(C(C)(C)CC=O)c(OC(C(C)(C)C)=O)c1,0.0
23130,23130,C[C@@H](c1ccc(C(=O)OC)cc1)N=C([C@H]1CC(F)(F)CN1)O,0.0
23131,23131,CN(CCn1cc(-c2cc(C(=O)O)ccn2)nc1)Cc1ccc(C(F)(F)F)cc1,0.0
23132,23132,CC(C)(C)OC(N1CCC(=O)C(N=C(C(F)(F)F)O)C1)=O,0.0
23133,23133,Cn1nc(-c2ccc(Cl)cc2C(=O)O)nn1,0.0
23136,23136,CCC[C@@H]([C@H](Cc1ccc(C2CCNC2)cc1)c1nnnn1Cc1ccc(OC)cc1)C(=O)O,0.0
23137,23137,CCC(C(c1cccc(C#N)c1)O)Nc1ccc(Cl)cc1,0.0
23139,23139,c1ccc(CN2CCCC(c3c4c5ccnc-5[nH]cc4[nH]n3)C2)cc1,0.0
23140,23140,CN(Cc1cn2c(ccnc2N2CCN(S(C)(=O)=O)CC2)n1)[C@H]1CCCc2cccnc21,0.0
23145,23145,Cc1cccc(C)c1COc1cccc(Cc2n[nH]nn2)c1C,0.0
23146,23146,c1ccc(Cl)c(-c2c(C(=N)O)n3ccccc3n2)c1,0.0
23147,23147,c1cc(C(NCCO)=O)ccc1-c1ncnc(Nc2ccc(OC(F)(F)F)cc2)n1,0.0
23148,23148,CC1(O)c2cc(Br)c(F)cc2Oc2c1cc(OC)cc2F,0.0
23152,23152,CC(c1ccc(C#N)cc1Cl)Oc1cc(-n2cnc3cnc(CO)cc32)sc1C(N)=O,0.0
23156,23156,CC(C)C(C)(Cc1cc(OCCCOC)c(OC)nc1Br)N=C(C)O,0.0
23157,23157,C=CC[C@H](Cc1ccc(Cl)cc1)N(CC(=C)C(=O)OCC)[S@](C(C)(C)C)=O,0.0
23158,23158,CCNCc1cccc(-c2cc3c(C4CCN(S(CC)(=O)=O)CC4)[nH]nc3c(C(=N)O)c2)c1,0.0
23159,23159,Cn1c(Br)c(-c2cn(N=C(O)OC)cn2)cn1,0.0
23161,23161,COc1ccc(/C=C/C(CC(/C=C/c2ccc(O)cc2Cl)=O)=O)cc1O,0.0
23162,23162,COc1ccc2c(c1)nc(O)c(-c1ccc(CCCO)cc1)n2,0.0
23177,23177,c1ccc2c(c1)cc(N1CCNC3(CC3)C1)cc2CC(=N)O,0.0
23178,23178,c1ccc(-c2c(Br)c3cc(C(F)(F)F)ncn3n2)cc1,0.0
23179,23179,c1ccc(S(NCCc2cccnc2)(=O)=O)c([N+]([O-])=O)c1,0.0
23180,23180,CSc1cc2c(cn1)C(=O)N(c1c(Cl)cccc1Cl)CO2,0.0
