epoch,accuracy,loss,val_accuracy,val_loss
0,0.5469070672988892,1.0366520881652832,0.5350633859634399,0.7822818160057068
1,0.5580114722251892,0.7668666839599609,0.5108026266098022,0.9203710556030273
2,0.5644689202308655,0.7582895755767822,0.5569100975990295,0.765980064868927
3,0.5637748837471008,0.7532441020011902,0.5192516446113586,0.7762251496315002
4,0.5605461597442627,0.7504794001579285,0.5669282078742981,0.749932587146759
5,0.5608177185058594,0.7455988526344299,0.5612552762031555,0.7414690852165222
6,0.5647555589675903,0.7386253476142883,0.5515992641448975,0.741129994392395
7,0.5613307356834412,0.7359595894813538,0.5602896809577942,0.7504438757896423
8,0.5615268349647522,0.7328051328659058,0.5577549934387207,0.7303491830825806
9,0.5574381351470947,0.7324585914611816,0.5617380738258362,0.7580940127372742
10,0.5570157170295715,0.7283484935760498,0.5643934607505798,0.7393614053726196
11,0.5617984533309937,0.723082959651947,0.5095956325531006,0.9949777722358704
12,0.558931827545166,0.7236459255218506,0.5362703800201416,0.7380487322807312
13,0.5603953003883362,0.7183715105056763,0.5101991295814514,0.9128279685974121
14,0.5667018890380859,0.7128550410270691,0.5598068833351135,0.7191833257675171
15,0.565872073173523,0.7127293944358826,0.5518406629562378,0.7168571949005127
16,0.5617380738258362,0.7133532166481018,0.5624622702598572,0.721510112285614
17,0.5671997666358948,0.7098348140716553,0.5680145025253296,0.7084236741065979
18,0.5680446624755859,0.707676887512207,0.5635485649108887,0.7087795734405518
19,0.565872073173523,0.7068849205970764,0.5634278655052185,0.7128076553344727
20,0.5663397908210754,0.7060642838478088,0.5584791898727417,0.7060853242874146
21,0.5671393871307373,0.7052935361862183,0.5662040114402771,0.709208071231842
22,0.5650271773338318,0.7050514221191406,0.5671696066856384,0.7111982703208923
23,0.5616324543952942,0.7055492997169495,0.5567893981933594,0.7218451499938965
24,0.5661587119102478,0.7024778723716736,0.5104405283927917,0.7575496435165405
25,0.5682106018066406,0.700113832950592,0.5622208714485168,0.7076279520988464
26,0.5664302706718445,0.6993444561958313,0.5691007971763611,0.6987480521202087
27,0.5679239630699158,0.6987497806549072,0.5582377910614014,0.7035191059112549
28,0.5675467848777771,0.6986485123634338,0.5693421959877014,0.7001902461051941
29,0.5686783194541931,0.6977213025093079,0.5683766007423401,0.6970328688621521
30,0.5695382952690125,0.697206974029541,0.5656004548072815,0.696158766746521
31,0.5671997666358948,0.6966670751571655,0.5710319876670837,0.7033519744873047
32,0.5699607729911804,0.6960707306861877,0.565238356590271,0.7046000361442566
33,0.5687537789344788,0.6955488920211792,0.5593240857124329,0.6982516646385193
34,0.5683766007423401,0.694744348526001,0.5635485649108887,0.7077590823173523
35,0.5691913366317749,0.6941478252410889,0.5694628953933716,0.6937466263771057
36,0.5694025158882141,0.6935214996337891,0.5680145025253296,0.6957810521125793
37,0.5688443183898926,0.6931890845298767,0.5589619874954224,0.7032293677330017
38,0.5667622089385986,0.6942514181137085,0.5511164665222168,0.7004051208496094
39,0.5698551535606384,0.6922332048416138,0.5402534604072571,0.703018069267273
40,0.5682860612869263,0.6927233934402466,0.5653590559959412,0.6959747076034546
41,0.5706397294998169,0.690904974937439,0.565238356590271,0.6924219727516174
42,0.5695534348487854,0.690766453742981,0.5678938031196594,0.6922279000282288
43,0.5700210928916931,0.6909701824188232,0.5709112882614136,0.6908562779426575
44,0.5705944299697876,0.690460741519928,0.5612552762031555,0.6939881443977356
45,0.5692214965820312,0.6901792883872986,0.5576342940330505,0.6934069991111755
46,0.5706397294998169,0.689376711845398,0.5703077912330627,0.6890636086463928
47,0.5707302093505859,0.6890389919281006,0.5663247108459473,0.6951617002487183
48,0.5702474117279053,0.6889053583145142,0.5721182823181152,0.689217746257782
49,0.5709867477416992,0.6886513233184814,0.5682559013366699,0.688940167427063
50,0.5708056688308716,0.6884750127792358,0.5611345767974854,0.6907554864883423
51,0.5719674229621887,0.6885942816734314,0.5642727613449097,0.6902332305908203
52,0.5702021718025208,0.6887233853340149,0.5686179995536804,0.6891348361968994
53,0.570866048336029,0.6881923675537109,0.5684973001480103,0.6931806802749634
54,0.5702474117279053,0.6874902844429016,0.5429088473320007,0.6957800984382629
55,0.57159024477005,0.687049925327301,0.5651176571846008,0.6893421411514282
56,0.57159024477005,0.6872895956039429,0.5649969577789307,0.689219057559967
57,0.5731593370437622,0.6866652965545654,0.5727217793464661,0.687739908695221
58,0.5725859999656677,0.6863806247711182,0.5713940858840942,0.6874375939369202
59,0.5714544653892517,0.6865286231040955,0.5705491900444031,0.6868731379508972
60,0.5726765394210815,0.6861308813095093,0.5653590559959412,0.687713623046875
61,0.5716505646705627,0.6860854625701904,0.5704284906387329,0.6874739527702332
62,0.5718316435813904,0.6858144998550415,0.5686179995536804,0.6878736019134521
63,0.5709112882614136,0.6856715679168701,0.5707905888557434,0.6863111257553101
64,0.5728726387023926,0.6856642365455627,0.5643934607505798,0.6901711225509644
65,0.5721182823181152,0.685596764087677,0.5684973001480103,0.6864808201789856
66,0.5722540616989136,0.6860820651054382,0.5663247108459473,0.6885448694229126
67,0.5727972388267517,0.6853771805763245,0.5698249936103821,0.6875085830688477
68,0.5721484422683716,0.6849529147148132,0.5680145025253296,0.6880115866661072
69,0.573974072933197,0.6846151947975159,0.5722389817237854,0.6863613128662109
70,0.5730084776878357,0.6844323873519897,0.5716354846954346,0.6867112517356873
71,0.5737024545669556,0.6844644546508789,0.5672903060913086,0.6872221827507019
72,0.5714393258094788,0.6845220923423767,0.5683766007423401,0.6862265467643738
73,0.5737175345420837,0.6841741800308228,0.5707905888557434,0.685486376285553
74,0.5729028582572937,0.684069037437439,0.5716354846954346,0.6854690909385681
75,0.5738986134529114,0.6840031147003174,0.5689800977706909,0.6857504844665527
76,0.5737024545669556,0.683997631072998,0.5712733864784241,0.6851572394371033
77,0.5741249322891235,0.6838022470474243,0.5713940858840942,0.6855584383010864
78,0.57480388879776,0.6836983561515808,0.5728424787521362,0.6859769821166992
79,0.5734007358551025,0.6837507486343384,0.5732045769691467,0.6855915188789368
80,0.5732951164245605,0.6834909915924072,0.5671696066856384,0.686244785785675
81,0.5726765394210815,0.683451771736145,0.5694628953933716,0.6848108172416687
82,0.5721333622932434,0.6834635138511658,0.5709112882614136,0.6870251893997192
83,0.5727217793464661,0.6831931471824646,0.5589619874954224,0.6894747614860535
84,0.5737477540969849,0.6830399036407471,0.5699456930160522,0.6854535937309265
85,0.5727217793464661,0.6831278204917908,0.5706698894500732,0.6853552460670471
86,0.5724351406097412,0.6827473640441895,0.5707905888557434,0.6848590970039368
87,0.5754375457763672,0.6824032664299011,0.5715147852897644,0.6850090622901917
88,0.5733403563499451,0.6822153329849243,0.5717561841011047,0.6845114827156067
89,0.5754375457763672,0.6823160648345947,0.5691007971763611,0.6842344999313354
90,0.5738231539726257,0.682129979133606,0.5724803805351257,0.6843118667602539
91,0.5739136934280396,0.6821451187133789,0.5682559013366699,0.6843869686126709
92,0.5741701722145081,0.6821652054786682,0.5717561841011047,0.6841046214103699
93,0.5738533735275269,0.6818076372146606,0.5700663924217224,0.6856685876846313
94,0.5736119747161865,0.6819326281547546,0.5704284906387329,0.6849896907806396
95,0.5741550922393799,0.681888222694397,0.5719975829124451,0.6845503449440002
96,0.5738382339477539,0.6818445920944214,0.5721182823181152,0.6837353110313416
97,0.5749245882034302,0.681719958782196,0.5701870918273926,0.6837918758392334
98,0.5734912753105164,0.6820023059844971,0.5694628953933716,0.6843498349189758
99,0.5747284293174744,0.6815981268882751,0.5705491900444031,0.6829362511634827
100,0.5742305517196655,0.6813820004463196,0.5688593983650208,0.6830244064331055
101,0.5748792886734009,0.6812790036201477,0.5688593983650208,0.6831272840499878
102,0.5747736692428589,0.6811755895614624,0.5672903060913086,0.683173656463623
103,0.5753470063209534,0.6810745596885681,0.5688593983650208,0.6852978467941284
104,0.5741249322891235,0.6812043190002441,0.5706698894500732,0.6850446462631226
105,0.5750754475593567,0.6808914542198181,0.5704284906387329,0.6831448674201965
106,0.5753620862960815,0.6808127760887146,0.5692214965820312,0.6832664608955383
107,0.575211226940155,0.6807575821876526,0.5695835947990417,0.6826200485229492
108,0.5741852521896362,0.680678129196167,0.5695835947990417,0.6829541921615601
109,0.5766143798828125,0.6806199550628662,0.5694628953933716,0.6828987002372742
110,0.5744115710258484,0.6807278990745544,0.5716354846954346,0.6825230717658997
111,0.5745775699615479,0.6806246638298035,0.5688593983650208,0.6823537945747375
112,0.5740947723388672,0.6806464791297913,0.5694628953933716,0.6831006407737732
113,0.573974072933197,0.6805499792098999,0.5716354846954346,0.6835957169532776
114,0.57561856508255,0.6804165244102478,0.5680145025253296,0.6824857592582703
115,0.575211226940155,0.6803275346755981,0.5703077912330627,0.6829491853713989
116,0.5749094486236572,0.6803821921348572,0.5676524043083191,0.6823486685752869
117,0.5758901834487915,0.6802476644515991,0.5712733864784241,0.6826639771461487
118,0.5750301480293274,0.6801868677139282,0.5704284906387329,0.6825710535049438
119,0.5749245882034302,0.6801944971084595,0.5715147852897644,0.6823880076408386
120,0.5749396681785583,0.6802842020988464,0.5687386989593506,0.6831467151641846
121,0.5743964910507202,0.6802477836608887,0.5636692643165588,0.6851020455360413
122,0.5743361711502075,0.6800617575645447,0.5711526870727539,0.6828485727310181
123,0.5753319263458252,0.6800466775894165,0.5700663924217224,0.682766318321228
124,0.574592649936676,0.6799934506416321,0.5687386989593506,0.6827149987220764
125,0.5754375457763672,0.6800456047058105,0.5707905888557434,0.6830835342407227
126,0.575935423374176,0.6798226833343506,0.5716354846954346,0.6828755736351013
127,0.576357901096344,0.6797730326652527,0.5705491900444031,0.682878315448761
128,0.575724184513092,0.6798723936080933,0.5703077912330627,0.6825150847434998
129,0.5755129456520081,0.6796746850013733,0.5705491900444031,0.6826488971710205
130,0.5758448839187622,0.6798111200332642,0.5709112882614136,0.6825552582740784
131,0.575633704662323,0.6796671152114868,0.5715147852897644,0.6825000643730164
132,0.5759806632995605,0.6796753406524658,0.5715147852897644,0.6824820637702942
133,0.575724184513092,0.6797471642494202,0.5707905888557434,0.682461678981781
134,0.5760561227798462,0.6797056198120117,0.5698249936103821,0.6824779510498047
135,0.5751508474349976,0.6797406673431396,0.5707905888557434,0.6827247738838196
136,0.5761617422103882,0.6797332167625427,0.5701870918273926,0.6827278733253479
0,0.5389257669448853,1.2419379949569702,0.4929390549659729,1.4284580945968628
1,0.564106822013855,0.7622272372245789,0.5368738770484924,0.8399994373321533
2,0.5599275827407837,0.7584725022315979,0.5130959749221802,0.8098998069763184
3,0.5619191527366638,0.7520346641540527,0.515872061252594,0.8094194531440735
4,0.5636541843414307,0.7469015121459961,0.560168981552124,0.7499135136604309
5,0.5645292401313782,0.7436933517456055,0.5231140851974487,0.750501811504364
6,0.5632015466690063,0.7404800057411194,0.49909475445747375,0.7649021148681641
7,0.5624321103096008,0.7378017902374268,0.5328907370567322,0.7383543848991394
8,0.5653741955757141,0.73203045129776,0.5658418536186218,0.737056314945221
9,0.5622057914733887,0.7304448485374451,0.5628243684768677,0.7336599826812744
10,0.5618587732315063,0.7289366722106934,0.5613759756088257,0.7272283434867859
11,0.561406135559082,0.7264814972877502,0.5583584904670715,0.9693858623504639
12,0.5594749450683594,0.7240588665008545,0.5240796804428101,0.7463549971580505
13,0.5628847479820251,0.7203287482261658,0.55727219581604,0.7207037806510925
14,0.5624170303344727,0.7191213965415955,0.5583584904670715,0.7195261716842651
15,0.5595654845237732,0.7185369729995728,0.5648762583732605,0.7149418592453003
16,0.5597767233848572,0.7156605124473572,0.5168376564979553,0.7595983147621155
17,0.5623868703842163,0.7122458815574646,0.5365117788314819,0.7177084684371948
18,0.5573475956916809,0.7146098017692566,0.5314423441886902,0.7214443683624268
19,0.5566233992576599,0.712660014629364,0.5664454102516174,0.7058624625205994
20,0.5603953003883362,0.7093440890312195,0.5656004548072815,0.7044070959091187
21,0.5561859011650085,0.7121399641036987,0.5598068833351135,0.7351469993591309
22,0.5637598037719727,0.7053229808807373,0.5573928952217102,0.7038183212280273
23,0.5653892755508423,0.7017261385917664,0.5666868090629578,0.7000203728675842
24,0.5618135333061218,0.7026634812355042,0.5643934607505798,0.7022936344146729
25,0.562764048576355,0.7024093866348267,0.5646348595619202,0.712422788143158
26,0.5603047609329224,0.7023190855979919,0.5629450678825378,0.7085983157157898
27,0.5606366991996765,0.7002654075622559,0.5646348595619202,0.7051176428794861
28,0.5543602705001831,0.7018715739250183,0.560893177986145,0.7131572365760803
29,0.5640766620635986,0.6966823935508728,0.5697042942047119,0.6921698451042175
30,0.5695534348487854,0.6941199898719788,0.5680145025253296,0.6919984221458435
31,0.5662492513656616,0.6939089894294739,0.565238356590271,0.6942991614341736
32,0.5659022331237793,0.693247377872467,0.5684973001480103,0.697384774684906
33,0.5666868090629578,0.6929221153259277,0.5653590559959412,0.6942583322525024
34,0.5676373243331909,0.6922593116760254,0.5197344422340393,0.7097041606903076
35,0.5672600865364075,0.6927211284637451,0.56451416015625,0.6963390707969666
36,0.5689046382904053,0.6912780404090881,0.5700663924217224,0.6892229318618774
37,0.5687386989593506,0.6903122067451477,0.5689800977706909,0.6897613406181335
38,0.5666415095329285,0.6903634667396545,0.5710319876670837,0.6945704817771912
39,0.5665661096572876,0.6899859309196472,0.5456849932670593,0.7060253620147705
40,0.5665661096572876,0.6899425387382507,0.5682559013366699,0.6894810795783997
41,0.5655702948570251,0.6895344853401184,0.5697042942047119,0.6902226209640503
42,0.5692968964576721,0.6881924271583557,0.5706698894500732,0.6892780661582947
43,0.5705341100692749,0.6876925826072693,0.5628243684768677,0.6906407475471497
44,0.5698099136352539,0.6876742243766785,0.5689800977706909,0.6884623169898987
45,0.5702172517776489,0.6875222325325012,0.5739287734031677,0.6871330738067627
46,0.5701870918273926,0.687371551990509,0.5578756928443909,0.6922580599784851
47,0.5717260241508484,0.6871419548988342,0.5699456930160522,0.6870096325874329
48,0.5685877799987793,0.6875364184379578,0.5728424787521362,0.6870366334915161
49,0.5687839388847351,0.6874766945838928,0.5675317049026489,0.6901691555976868
50,0.5699306130409241,0.6866835951805115,0.5688593983650208,0.6871845126152039
51,0.5700663924217224,0.686806321144104,0.5721182823181152,0.6868688464164734
52,0.5707302093505859,0.6863539218902588,0.5704284906387329,0.6866141557693481
53,0.5710772275924683,0.6863334774971008,0.5715147852897644,0.6854375004768372
54,0.5698099136352539,0.6863706707954407,0.5692214965820312,0.6870370507240295
55,0.5670639872550964,0.6874400973320007,0.5713940858840942,0.6932642459869385
56,0.5697344541549683,0.6858274340629578,0.5721182823181152,0.685529351234436
57,0.5701418519020081,0.685825765132904,0.5489438772201538,0.6910398006439209
58,0.5712583065032959,0.6854492425918579,0.5703077912330627,0.6869105696678162
59,0.5704435706138611,0.6852081418037415,0.5723596811294556,0.6854045391082764
60,0.5716354846954346,0.6848431825637817,0.5717561841011047,0.684890627861023
61,0.5714091658592224,0.6848201751708984,0.5729631781578064,0.6847036480903625
62,0.5710470676422119,0.6846408247947693,0.5706698894500732,0.684834897518158
63,0.5704586505889893,0.6846194863319397,0.5704284906387329,0.6853383779525757
64,0.5712281465530396,0.6843199133872986,0.5710319876670837,0.6860608458518982
65,0.5718316435813904,0.6841462254524231,0.5694628953933716,0.6863622069358826
66,0.5713488459587097,0.6843207478523254,0.5700663924217224,0.6855153441429138
67,0.5724653005599976,0.683737576007843,0.5701870918273926,0.6854786276817322
68,0.5711225271224976,0.6838095188140869,0.5718768835067749,0.6847641468048096
69,0.5714393258094788,0.6835809946060181,0.5710319876670837,0.6847691535949707
70,0.5731140375137329,0.6834179162979126,0.5716354846954346,0.6846979856491089
71,0.5713035464286804,0.6835368871688843,0.5704284906387329,0.6845491528511047
72,0.5710018277168274,0.6834366917610168,0.5711526870727539,0.6846887469291687
73,0.5717863440513611,0.6831753849983215,0.5689800977706909,0.685214102268219
74,0.5729480981826782,0.683163583278656,0.5733252763748169,0.6839107275009155
75,0.5715147852897644,0.6833500862121582,0.5747736692428589,0.6838952302932739
76,0.5720277428627014,0.6830631494522095,0.5724803805351257,0.684817373752594
77,0.5715600252151489,0.6831281185150146,0.5717561841011047,0.6848278641700745
78,0.5713186264038086,0.6831436157226562,0.5640313625335693,0.6866125464439392
79,0.5727368593215942,0.6827884316444397,0.5764634609222412,0.6837708950042725
80,0.5726010799407959,0.6827841997146606,0.5746529698371887,0.6836007833480835
81,0.5715751647949219,0.6829184293746948,0.5713940858840942,0.6838024258613586
